FullName,Beer
Amarone della Valpolicella Plenum,0
Amarone della Valpolicella Villa Canestrari,0
Barbera d'Alba Compolive,0
I Lasi Valpolicella Ripasso Superiore,0
Peirano Old Vine Zinfandel,0
Adnams Southwold Crystal Rye IPA,1
Terra Mazzei,0
Donnatá Nero d'Avola,0
Ménage à Trois Zinfandel,0
Ciampoleto Rosso di Montalcino,0
True Zin Zinfandel,0
Brioni Sant'Antimo Rosso Il Poggiolo,0
Millepassi Bolgheri Superiore,0
Neumarkter Lammsbräu Glutenfri,1
Triumvirat,0
Pali Huntington Pinot Noir,0
Castle Rock Pinot Noir,0
Rochioli Estate Pinot Noir,0
Revana,0
Domaine Maurel Tradition,0
Guimaro Mencia,0
Badger Fursty Ferret,1
Badger Hopping Hare,1
Badger Tanglefoot,1
Timothy Taylor's Landlord,1
Adeo,0
Domaine Pon,0
Cuvée Saint Honorat,0
Barolo Sant'Evasio,0
Simonsig Cape Blend Cabernet Sauvignon Pinotage Shiraz,0
Viña Pedrosa Crianza,0
Charmes-Chambertin Grand Cru Dugat-Py,0
Norrlands Guld Ljus EKO,1
Arpago Primitivo,0
Verso Sud Susumaniello,0
Turley Old Vine Zinfandel,0
Camden Park Shiraz Grenache,0
Black Mountain Shiraz Cabernet,0
Callet,0
Geoff Merrill Jacko's Shiraz,0
Priorat Torroja,0
Sierra Nevada Sidecar Orange Pale Ale,1
Paixar Mencía,0
Firesteed Pinot Noir,0
Paco Garcia Crianza,0
Paco Garcia Garnacha,0
Paco Garcia Seis,0
Inanna Tempranillo,0
Malvira Birbet,0
Malvira Langhe Nebbiolo,0
Heartbeat Hoppy Lager,1
North Coast Brewing Brother Thelonius,1
Ca' del Sette Stranero,0
1902 Mas Doix,0
La Casilla Bobal,0
Clos Lojen Bobal,0
District 7 Pinot Noir,0
Jämtlands Påskebrygd,1
Oppigårds Easter Ale,1
Pumpviken Påsköl,1
Wisby Påsköl,1
Torres Las Mulas Carmenère,0
Three Hearts Påskebrygd,1
Jacob's Creek Lighter Alcohol Shiraz,0
Jämtlands Påsköl,1
Zonnebloem Organic Cabernet Sauvignon Shiraz,0
Casas Patronales Mixtura,0
Mariestads Påsköl,1
Santa Helena Alpaca Merlot,0
Alto Pina Reserva,0
Viña Bosconia,0
Lasse Stefanz Rosso Veneto,0
Villa Schinosa Aglianico,0
Château Boutisse,0
L' Hospitalet de Gazin,0
Maquis Carménère Gran Reserva,0
Maquis Malbec Gran Reserva,0
Maquis Cabernet Franc Gran Reserva,0
Maquis Cabernet Sauvignon Gran Reserva,0
Maquis Lien,0
Maquis Viola,0
Maquis Franco,0
Côte-Rôtie La Péroline,0
Vigno,0
Kaid Syrah,0
Charmes de Kirwan,0
Dolcetto d'Alba Luciano Sandrone,0
Maredsous Blond,1
Houblon Chouffe Double IPA Tripel,1
La Trappe Blond,1
Cerasuolo di Vittoria Gulfi,0
Pietradolce Etna Rosso,0
Archineri Etna Rosso Pietradolce,0
Mercurey Premier Cru Clos des Barraults Domaine Michel Juillot,0
Les Dauphins Côtes du Rhône Reserve,0
Kackelbryggeriet Ale,1
Remmarlöv The Holley Organic Blonde Ale,1
Spitzerberg,0
Remmarlöv The Jeenius IPA,1
The Hundred,0
Willunga 100 Grenache,0
Willunga 100 Cabernet Shiraz,0
Pago el Espino Petit Verdot Merlot Tempranillo,0
Robert Sinskey Vineyards Pinot Noir,0
Tinpot Hut Pinot Noir,0
Amante,0
Appassionante 1848 Sorio,0
Kleine Zalze Family Reserve Shiraz,0
Harpoon Hoppy Adventure DIPA,1
Jean Claude Lapalu Eau Forte,0
Priorat Les Tosses,0
Amarcord La Gradisca,1
La Pierre Gamay,0
Arnot-Roberts Syrah,0
Elephant Hill Reserve Syrah,0
Gérard Bertrand Clos d Óra,0
Ghost Grale,1
Rampaniuci,0
Villa Cavallo,0
N Rouge,0
Magico Douro,0
Andra Generationen,0
Château Famaey Tradition Malbec,0
Colección Vivanco 4 Varietales,0
Château Rival Bellevue,0
Nodus Bobal,0
Priorat Les Manyes,0
Ponte das Canas,0
Château La Lacroix Cantenac,0
Xi-Ro Domaine Ligas,0
Nodus Tinto de Autor,0
Elephant Hill Syrah,0
Dolia Le Paradis,0
Gevrey Chambertin Alain Burguet,0
Corsendonk Agnus Tripel,1
Abdyika First Selection Reserve,0
Garnacha Tempranillo,0
Vitis Barbera d'Asti,0
Castello Di Torre In Pietra Syrah,0
Viven Blond,1
Fuller's ESB,1
Fuller's India Pale Ale,1
El Nómada Finca De La Rica,0
Gricos Aglianico del Vulture,0
ÀN/2,0
Edward Blom Merlot Cabernet Sauvignon,0
Helsingborgs Funky Monkey American Pale Ale,1
Grus Mezcla Tinta,0
RHU Mezcla Tinta,0
Ribas Lira FTF 27,0
Fontodi Chianti Classico Azienda Agricola Fontodi,0
Flaccianello della Pieve Fontodi,0
Chianti Classico Vigna del Sorbo Fontodi,0
Weihenstephan & Sierra Nevada Braupakt,1
Black Stallion Russian River Pinot Noir,0
Amundsen & Stillwater Norwegian Wild Nordic Berries Sour,1
Anchor Coffee Porter,1
Quentaurus,0
Il Primo Chianti Superiore,0
Valpolicella Ripasso Classico Superiore Corteforte,0
UnCulin Negre,0
Métairie d’Alon Pinot Noir Le Village,0
Ballast Point Sour Wench Blackberry Sour Ale,1
Ballast Point High West Barrel Aged Victory At Sea,1
Aecht Schlenkerla Fastenbier,1
Leeu Passant,0
L'Ancien Terres Dorées,0
Magic Valley DIPA,1
Captain Lawrence Barrel Select Gold,1
Asmara,1
Innis & Gunn Tullamore Dew Barrel Aged Stout,1
Markowitsch Ried Kirchweingarten Zweigelt,0
Châteauneuf-du-Pape Lieu-Dit Pignan Pierre Henri Morel,0
Sydhang Muhr-van der Niepoort,0
Nemea St George,0
Honoro Vera Organic Monastrell,0
La Marimorena Albariño Sobre Lías,0
Invisible Man Tempranillo,0
Hovfrökens Himmelska Brown Ale,1
Masso Antico Primitivo Appassito,0
VRUCARA Nero d'Avola,0
Göteborgs Nya Starkpilsner,1
Chateau la Reyne L'Excellence,0
Château de Nages Vieille Vignes Rouges,0
Clos Mustardó,0
Galena,0
Nebbiolo d'Alba Camparo,0
Lundabryggeriets Paket,1
Liefmans Kriek,1
La Trappe Quadrupple,1
ÀN,0
Condado de Oriza 409,0
Manero Rosso,0
Chianti Colli Senesi Tenute del Cerro,0
Äppelbo Imperial Nitro Stout,1
Twisted Twin DIPA,1
African Pale Ale,1
The Big Top Zinfandel,0
Domaine Mas Barrau Cabernet Franc,0
Rolly Gassmann Pinot Noir De Rodern,0
Rolly Gassmann Pinot Noir Rorschwihr,0
Alhambra Special,1
Cristal,1
Robert Wells Boogie Beer,1
La Trappe Isid'or,1
Antica Chiusina,0
Stockholm Brewing India Pale Ale,1
La Mujer Cañón Uvas Felices,0
Ingefära Ale,1
Herman Hedning Selfish Bastard,1
Zlatan Otok Crljenak,0
Joars Gästabud,1
Joars Skvattram,1
Fryken Havre Ale,1
La Corte del Pozzo Amarone della Valpolicella,0
Langhe La Tartufaia Giulia Negri Pinot Noir,0
Liefmans Fruitesse,1
Turner Pageot Les Choix,0
Viven Porter,1
Southern Right Pinotage,0
Natura Duche d´Uzes Rouge,0
Kanonkop Paul Sauer,0
Negra Modelo,1
Jacob's Creek Earth Vine Grape Shiraz Cabernet Sauvignon,0
Tommasi Graticcio Appassionato,0
Jacob's Creek Barossa Reserve Shiraz,0
Meerlust Cabernet Sauvignon,0
Langhe Nebbiolo Azelia,0
Côte-Rôtie Brune et Blonde Guigal,0
Cecchi Sangiovese,0
Castoro Cellars Reserve Grenache,0
Skebo Herrgårdsporter,1
Terreno ASofia Sangiovese,0
Anders En Bitter Svensk,1
The Fat Lady Sings,0
Bernhart Spätburgunder RG,0
Bernhart -S- Spätburgunder Trocken Erste Lage,0
Vinosìa Santandrea Taurasi,0
Vinosìa Neromora Irpinia,0
Elvio 1 Rosso,0
Bourgogne La Moutonnière Roux Père & Fils,0
Mercurey La Perrières Domaine Roux,0
Old School Rouge,0
Condado de Oriza Reserva,0
Huia Pinot Noir,0
Grado Plato Kukumerla,1
Grado Plato Melissa,1
Svyturys Ekstra,1
Brutal Brewing A Ship Full of IPA India Pale Ale,1
Bellflower Zinfandel Premium Reserve,0
Waipara Hills Pinot Noir,0
Due Padri Rosso Piceno,0
Badaceli De la Solana,0
Hardys Nottage Hill Cabernet Shiraz,0
Andean Vineyards Syrah,0
Grebbestad IPL,1
BenMarco Cabernet Sauvignon,0
Saison Dupont Biologique,1
Un Poco Primitivo,0
F De Cascastel,0
Cernovar Mörk Lager,1
Cernovar Ljus Lager,1
Postrizinske Tmavé Mörk Lager,1
La Poja,0
Casa Nostra Appassimento,0
Cecchi Riserva di Famiglia Chianti Classico,0
Castello Fonterutoli Gran Selezione,0
Munjebel Etna Rosso,0
Contadino Etna Rosso,0
'a Rina Etna Rosso Girolamo Russo,0
Campogiovanni Brunello di Montalcino,0
Trebbiolo Rosso La Stoppa,0
Savoia Valpolicella Classico Superiore Campo del Bigio,0
Savoia Valpolicella Ripasso Campo Carlin,0
Chinon Rouge Le Puy Blanc,0
MilleUna Bacmione Primitivo di Manduria,0
Savoia Amarone della Valpolicella Classico Vigneti dei Coali,0
Conero Riserva Umani Ronchi,0
Dugges All The Way Session IPA,1
Strömstad IPA,1
Strömstad Pilsner,1
Strömstad Pale Ale,1
New York Lager Nørrebro Bryghus,1
UW India Pale Ale,1
Amundsen Lush Rasp & Lime Berlner,1
Amundsen Apocalyptic Thunder Juice NEIPA,1
Norrsken Hazy IPA Orsholms Brygghus,1
Quinta dos Lobatos Tinto,0
Quinta do Javal TN,0
Quinta do Javali Reserva,0
Quinta do Javali Old Vines,0
Uppsala Brygghus Fyrisch Ale,1
Einstök Icelandic White Ale,1
Einstök Icelandic Toasted Porter,1
Einstök Icelandic Pale Ale,1
Einstök Ice Doppelbock,1
Lucky Buddha,1
Château Pey La Tour Réserve Du Château,0
Dourthe No 1 Merlot Cabernet Sauvignon,0
Bryggmästarens Bästa Ekologiska,1
Saint Clair Pioneer Block 23 Pinot Noir,0
Imperial Barley Wine Ridgeway Brewing,1
Santa Tresa Frappato,0
Edla's Saison,1
Nya Carnegiebryggeriet Krakatau,1
Lur Tempranillo Reserva,0
Herman Hedning Belzebub Blanche Bastard,1
Malakias,1
Kanonkop Pinotage,0
961 Beer American India Pale Ale,1
Beirut Beer,1
Cucapá Runaway IPA,1
Cucapá Chubacabras Pale Ale,1
Cucapá Lookout Blond Ale,1
Anjoli Priorat,0
Mike Hess Habitus DIPA,1
Mike Hess Solis IPA,1
Mike Hess Grapefruit Solis IPA,1
MJ´s Dubbel IPA,1
I do IPA,1
Månhorns IPA,1
Barolo Azienda Agricolo Cagliero,0
Brygghus 19 Smugglarhamnens Pilsner,1
Ascheri Barolo Sorano,0
Ascheri Barbera d´Alba,0
Spioenkop Pinotage,0
Spioenkop 1900 Pinotage,0
Dedicato a Walter,0
Passi Reali Vino Organico,0
Corte Giara Amarone della Valpolicella,0
La Commedia Governo,0
Oyster Bay Pinot Noir,0
Durbanville Hills Pinotage,0
Dolcetto Diano d'Alba Garabei,0
Barbera d'Alba Marminela,0
Gigondas Guigal,0
La Croix Iirrésistible Cru Classé,0
La Croix Cuvée Éloge Cru Classé,0
Lundabryggeriet Pilsner,1
Savant Saison,1
Nora Brygghus Pershyttepils,1
Châteauneuf-du-Pape Classique,0
Coster de l'Ermita,0
Anima de Raimat Tinto,0
Villovägens Falu Gruvlig,1
Villovägens Falu Ljuvlig,1
Södra Lager Ekologisk,1
Delas Chante-Perdrix Cornas,0
Secateurs Red Blend,0
P.Lex Barolo,0
Amarone della Valpolicella Classico Cantina di Negrar,0
Okto Red,0
Herold Granat Lager,1
Virgin Islands Coffee Stout,1
Lagunitas Daytime IPA,1
Langhe Freisa,0
Baloun Frankovka Blaufrankisch,0
Baloun Dornfelder Kabinet,0
Baloun Pinot Noir Kabinet,0
Valdehermoso Joven,0
Baloun Zweigeltrebe Kabinet,0
Gold Bohemia Beer,1
Postrizinské Bogan,1
Postrizinské Nezný Barbar,1
Postrizinské Francins Lezák,1
Kriek de Silenrieux,1
Stödbensöl,1
Paré Canavese Nebbiolo,0
Carema Riserva,0
10 Saints Rum Cask Aged Beer,1
Boltmaker,1
Pagos de Aráiz Roble,0
Ferrandière Pinot Noir,0
Young's Double Chocolate Stout,1
Castillo de Alicante Red,0
Jädraöl King Kong,1
Terroir 2017/03,0
The Hairy Beaver's Smoked Vanilla Porter,1
Punk Royale,1
Brygghuset Finn Callista Pils,1
This Ale Is Irish Red,1
Good Guys Brew Freaky Teeth,1
Novo Brazi Samba Haze IPA,1
Novo Brazi Ipanema DIPA,1
Dom Rafael,0
Ruanera Monferrato Rosso,0
Sonvico Monferrato Rosso,0
Barabera d'Asti Vigne dell'Angelo,0
Barbera d'Asti La Barbatella,0
Bootleg Easter Brew,1
Patz & Hall Sonoma Coast Pinot Noir,0
Patz & Hall Hyde Vineyard Pinot Noir,0
Novo Brazil The Mango IPA,1
Barolo Monvigliero,0
Langhe Nebbiolo Quattro Cloni,0
Langhe Rosso Tre Marzo,0
Ängöl Påskens Weissbock,1
Rosso Colli Tortonesi Oltretorrente,0
Di Fatto Monferrato Rosso,0
Bonnes Mares Grand Cru Robert Groffier Père et Fils,0
Domaine de Verquière Rasteau,0
Cafaggio di Toscana Sangiovese,0
Yalumba Organic Shiraz,0
Torres Conde de Superunda,0
Poppels Russian Imperial Stout,1
Nils Oscar Pale Ale,1
Pata Negra Reserva,0
King Estate Signature Pinot Noir,0
Errazuriz MAX Reserva Syrah,0
Grästorps Pelles Pils,1
Juliénas Domaine De La Conseillère,0
Shepherd Neame Brilliant Ale,1
Wermlands IPA,1
Brygghus 19 Trossöl,1
Disponent Fredings Starkporter,1
Tappar Finas Pale Ale,1
Perdition Sour Raspberry Stout,1
Gehenna Sour Ale,1
Langhe Nebbiolo Montegrilli,0
The Econic Zinfandel,0
Antiche Terre Venete Valpolicella,0
Montirius Terre des Aînés,0
Les Cigales de Montirius,0
Jacob´s Creek Wah Red,0
Rocca di Montemassi Governo,0
Bourgogne Rouge Henri Boillot,0
Birichino Saint Georges Zinfandel,0
Giuseppe Quintarelli Alzero Cabernet,0
Giuseppe Quintarelli Rosso del Bepi,0
Barbera D'Alba Volupta,0
Omnipollo Zodiak,1
Opat Bitter,1
Opat Tmavé,1
Opat Honungslager,1
Rudie Session IPA,1
Fontanafredda Barbaresco,0
Bernhart Spätburgunder Gutswein Trocken,0
Fracas Red Imperial Hoppy Red Ale,1
Death Becomes You Amber Ale,1
Death Rides A Pale Horse Blonde Ale,1
Pay The Ferryman Porter,1
Curto Dolcetto d'Alba Curto Marco,0
Cónclave Reserva,0
Les Pierres Noires Maupertius,0
Birgit Braunstein Blaufränkisch Leithaberg,0
Birgit Braunstein Pinot vom Berg,0
Côtes du Rhône Village Laudun Clos de Taman,0
Viña Pomal Organic,0
Nine Tales Amber Ale,1
Volkan Santorini White,1
Volkan Santorini Blonde,1
Volkan Santorini Black,1
Kunde Reserve Century Wines Zinfandel,0
Barolo Gramolere,0
Barbera d'Asti Stockholms Studentsångare,0
Larame Barbera D'Asti,0
Nizza Barbera D'Asti,0
Le D De Dassault,0
Eriksberg Karaktär,1
Château La Lagune Haut-Médoc Grand Cru,0
Castel del Monte Riserva Ragaletti,0
Cuvée de Castleton Captain Lawrence,1
Brekeriet Wrapped In Red,1
Libertine Black Ale,1
Passion (D)IPA,1
Touraine Gamay,0
Côte-Rôtie La Turque E.Guigal,0
Cuvée Angélique Brouwerij De Glazen Toren,1
Choco Libre BrewDog,1
Nils Oscar Granat,1
Dieu du Ciel Péché Mortel,1
Terra d'hom,0
Vivanco Crianza,0
Capitel della Crosara Ripasso,0
Izakaya Red,0
Barolo Neirane,0
Barolo La Serra,0
Sepp Moser Zweigelt Reserve,0
Château Capet-Guillier,0
Sepp Zweigelt,0
Navigator Fulltofta Gårdsbryggeri,1
Sierra Nevada Hop Bullet Double IPA,1
Fuller's & Friends Flora & The Griffin,1
Poggio Nero Sangiovese,0
Man O' War Ironclad,0
Weninger Merlot,0
Weninger Hochäcker Blaufränkisch,0
Oud Beersel Oude Geuze Vieille,1
Oude Beersel Kriek Vieille,1
Oud Beersel Framboise,1
Clos de Carthage,0
Dig This! Cabernet Sauvignon Organic,0
Patchwork Grenache Petit Verdot,0
Ayinger Celebrator Doppelbock,1
21 Gables Cabernet Sauvignon,0
Brooklyn Sorachi Ace,1
Terres de Vidalba Priorat,0
Störtebeker Schwarzbier,1
Saku Kuld,1
De Bortoli Cosa Dolce,0
Thor IPA,1
Cada Dia IPA,1
Göteborgs go IPA,1
Castello di Brolio Chianti Classico,0
Groot Constantia Pinotage,0
Helsingborgs Double IPL,1
Stenstrand Sommar Ale,1
Barbera d'Asti Rosso Fuoco,0
Castello d'Albola Chianti Classico Riserva,0
Kvarnagårdens Redig American Pale Ale,1
Rocca di Montemassi,0
Stenson QPA,1
Nääs Pale Ale,1
Les Comes d'Orto Montsant,0
Verosso,0
Passum Barbera D'Asti,0
Bryggarens Lakrits,1
Direktörens Ale,1
Stockholm Brewing Saison d'Etre,1
Perfect Day Red,0
Sasseo Primitivo,0
Feudo Principi di Butera Nero d’Avola,0
Côtes du Rhône Variations,0
Snow Cat Coffee Stout,1
Slayer 666 Red Ale,1
Mölska Bergslagen,1
Merula,0
Molson Canadian Premium Lager,1
Pacifico Clara,1
Côtes Du Rhone Villages Domaine De La Biscarelle,0
Côtes Du Rhone Domaine Pierre Usséglio,0
Saint-Joseph Lautaret,0
Cornas Empreintes,0
Quintela Colheita,0
Piano Reserva Tinto,0
Quinta Do Tedo Reserva,0
Great White Bulldog Wheat IPA,1
O/O Pretty Pale Ale,1
Barrique Pinot Noir,0
On The Nose Shiraz Mourvedre,0
Unity Shiraz Mourvedre,0
Charles & Charles Zinfandel,0
Passionfeber IPA,1
Postrizinské 11 - Jedenáctka,1
Daglönarens Dröm,1
Bzart Kriekenlambiek Millésime,1
Bzart Lambiek Millésime,1
Bönhasens Beska India Pale Ale,1
Anosteké India Pale Ale,1
Anosteké Prestige,1
Anosteké Blonde,1
Länsmans Lag Ljus Lager,1
Räntmästarens Röda Irländsk röd lager,1
Nuevo Mundo Organic,0
Viña Ane Vendimia Seleccionada,0
Viña Ane Autor,0
Benedektin,1
Delheim Cabernet Sauvignon Shiraz,0
Nuits-Saint-Georges Vielles Vignes Daniel Rion & Fils,0
Zlatan Otok Plavac,0
Hardys Nottage Hill Pinot Noir,0
Domaine La Fourmone le Fauquet,0
Les Ruchets Jean Luc Colombo,0
Doudet Naudin Pinot Noir,0
Beaune 1er Cru Cent Vignes,0
Oppigårds Dalalager Ekologisk,1
La Torre,0
Les Falaises,0
Argille Barbera,0
Nabucco,0
Bricco Sereno Barbera d'Asti Superiore,0
Corton Pougets Grand Cru Louis Jadot,0
Villa Righetti Rosso,0
Valdosan,0
Les Tallades de Cal Nicolau,0
Domaine de Calet Cuvée Long Terme,0
OPAT Peppar Lager,1
Domaine Ollier Taillefer Grande Réserve,0
Znovín Svatovavrinecké Saint Laurent,0
Ktima Kir-Yianni Yianakohori Hills,0
Architect Pale Ale,1
Oakridge Local Vineyard Serie Willowlake Pinot Noir,0
Don Anselmo Paternoster Aglianico,0
Dolcetto d´Alba Le Ciliegie,0
Chaval,0
100 x 100 Monastrell,0
Barone Villagrande Etna Rosso,0
Barbara d'Asti Superiore,0
Corucho Crianza,0
Sefardí Kosher,0
Schubert Marion´s Vineyard Pinot Noir,0
Schubert Con Brio,0
Con Brio,0
Barbera del Monferrato Vicara,0
Castillo Ygay Gran Reserva Especial,0
Willow's Crest Wuk Wuk Lager,1
Corucho Finca Peazo la Encina,0
Vega May Day DIPA,1
Ichtegems Grand Cru Cuvée,1
Brussels Calling,1
Founders KBS,1
Eruption Stout,1
Sublimo Pale Ale Stigbergets,1
Boon Geuze Discovery Box,1
Joyride Syrah,0
Chapillon Cuvée Harmonie,0
Castello di Uviglie 1491,0
Rock Amarone della Valpolicella,0
Rock Valpolicella Ripasso,0
Cornet & Cie Rouge,0
Château de Pierreux,0
Roma Rosso,0
Mas Janeil Sans Souffre,0
Château de la Tour Clos Vougeot VV Domaine Pierre Labet,0
Moulin des Costes Rouge,0
Chateau La Rouvière Rouge,0
Chamberti Clos de Bèze Louis Jadot,0
Cycliste Côtes du Rhône Villages,0
Moulin des Costes Charriage,0
Melleruds Prima Julöl,1
Miravalle Grignolino D'Asti,0
E. Guigal Côtes-du-Rhône,0
CastelRosso Governo,0
Electric Nurse Winter Brown Ale,1
Genesi,0
NKB Southern Pale Ale,1
Erial,0
Slope Style IPA,1
Pegos Claros Tinto,0
Barolo Serralunga d'Alba,0
Belcanto Chianti Classico,0
Belleruche Côtes-du-Rhône Chapoutier,0
Barolo Tre Utin,0
Ölandslager,1
L'Ecole Cabernet Sauvignon,0
Mitolo Angela Shiraz,0
Tikitango Pale Ale,1
Cookie Stout,1
Brunello di Montalcino Uccelliera,0
Rosso di Montalcino Uccelliera,0
S:t Eriks Easter Session IPA,1
Willemoes Påske Ale,1
Jenny Nyströms Påsköl,1
Mitolo G.A.M. Shiraz,0
Rebirth Fuller's & Friends,1
Replay Hells Lager,1
Carusu,0
Cisterna Fuori Etna Rosso,0
San Nicolo' Etna Rosso,0
Valkyrians Välkomst Barley Wine,1
Wisby Barley Blot,1
Brunello di Montalcino Lisini,0
Rosso di Montalcino Lisini,0
Marion Borgomarcellise Valpolicella,0
Marion Teroldego Veronese,0
Antidoto,0
Kamnik Cuvée de Prestige,0
Tinto Iturria,0
Valle Delle Stelle,0
Versante Salento Rosso,0
Rosso di Montalcino Donatella Cinelli Colombini,0
Gevrey Chambertin Vielles Vignes,0
Les Briquères Rouge,0
Chianti Superiore,0
Triple Overtime Anele,0
Il Drago e le 8 Colombe,0
Domaine de Calet La Tournerie,0
Questa Dedicato A,0
Vina Erdut Zweigelt,0
Dahls Pils,1
Michele Satta Bolgheri Superiore i Castagni,0
Carpi Lambrusco di Modena Secco,0
Barão de Vilar,0
Frei João Reserva,0
Ruffino Riserva Ducale Oro Gran Selezione,0
Innis & Gunn Lager Beer,1
Brunello di Montalcino San Polo,0
Örebro Brygghus Lager,1
Juicy Jams Session IPA,1
L'Ermita,0
Las Lamas Descendientes de J Palacios,0
Electric Nurse Dark Divinity,1
Electric Nurse Raspberry Saison,1
Estrecho Monastrell,0
Villa de Corullón Descendientes de J Palacios,0
Campo San Giorgio Umani Ronchi,0
La Fontanina Ripasso,0
Brezza Langhe Nebbiolo,0
N 1981 Stor Stark,1
Barbera d'Alba Vigna Serraboella,0
Cotes-du-Rhone Vieilles Vignes Clos du Mont-Olivet,0
Bottle Royale Black IPA,1
Automic Double IPA,1
Châteuneuf-du-Pape Clos du Mont-Olivet,0
Barbaresco Vie Erte Fratelli Cigliuti,0
Barbaresco Serraboella,0
Chinon Clos de Danzay Domaine Pierre-Jacques Druet,0
Acquagiusta Rosso,0
Francisco Gomez,0
Damoli Checo Amarone Della Valpolicella Classico,0
Single Hop Kellerpils,1
Black Nizza Motor Øl Imperial Stout,1
Bayerish Nizza Wheat Pale Ale,1
Sun Downer New England IPA,1
Norrlands Guld Ljus Eko,1
L'Outsider Cabernet Franc,0
Kaffe Berliner,1
Fugue de Nénin,0
Akkurat Vienna Amber Lager,1
Brews Are Burning,1
Mystery Monster,1
Corylus,1
Högtryck,1
